"HGNC.ID"	"Approved.symbol"	"Approved.name"	"Previous.symbols"	"Alias.symbols"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"HGNC:18431"	"ACOT2"	"acyl-CoA thioesterase 2"	""	"Mte1, ZAP128"	10965	"ENSG00000119673"
"HGNC:19748"	"ACOT4"	"acyl-CoA thioesterase 4"	""	"FLJ31235, PTE-Ib, PTE2B"	122970	"ENSG00000177465"
"HGNC:33159"	"ACOT6"	"acyl-CoA thioesterase 6"	"C14orf42"	""	641372	"ENSG00000205669"
"HGNC:24157"	"ACOT7"	"acyl-CoA thioesterase 7"	""	"BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH"	11332	"ENSG00000097021"
"HGNC:15919"	"ACOT8"	"acyl-CoA thioesterase 8"	"PTE1"	"hACTE-III, hTE, PTE-2, NAP1"	10005	"ENSG00000101473"
"HGNC:17152"	"ACOT9"	"acyl-CoA thioesterase 9"	""	"CGI-16, MT-ACT48, ACATE2"	23597	"ENSG00000123130"
"HGNC:18156"	"ACOT11"	"acyl-CoA thioesterase 11"	"THEA"	"STARD14, BFIT, KIAA0707, BFIT1, THEM1"	26027	"ENSG00000162390"
"HGNC:24436"	"ACOT12"	"acyl-CoA thioesterase 12"	""	"Cach, THEAL, STARD15"	134526	"ENSG00000172497"
"HGNC:20999"	"ACOT13"	"acyl-CoA thioesterase 13"	"THEM2"	"HT012"	55856	"ENSG00000112304"
"HGNC:119"	"ACOX1"	"acyl-CoA oxidase 1"	""	"PALMCOX"	51	"ENSG00000161533"
"HGNC:120"	"ACOX2"	"acyl-CoA oxidase 2"	""	"BRCACOX, BRCOX, THCCox"	8309	"ENSG00000168306"
"HGNC:121"	"ACOX3"	"acyl-CoA oxidase 3, pristanoyl"	""	""	8310	"ENSG00000087008"
"HGNC:25621"	"ACOXL"	"acyl-CoA oxidase like"	""	"FLJ11042"	55289	"ENSG00000153093"
"HGNC:41112"	"ACOXL-AS1"	"ACOXL antisense RNA 1"	""	""	400997	"ENSG00000204581"
"HGNC:122"	"ACP1"	"acid phosphatase 1"	""	"HAAP, LMW-PTP, LMWPTP"	52	"ENSG00000143727"
"HGNC:123"	"ACP2"	"acid phosphatase 2, lysosomal"	""	"LAP"	53	"ENSG00000134575"
"HGNC:125"	"ACP3"	"acid phosphatase 3"	"ACPP"	"ACP-3, PAP, TM-PAP"	55	"ENSG00000014257"
"HGNC:14376"	"ACP4"	"acid phosphatase 4"	"ACPT"	""	93650	"ENSG00000142513"
"HGNC:124"	"ACP5"	"acid phosphatase 5, tartrate resistant"	""	"TRAP, HPAP"	54	"ENSG00000102575"
"HGNC:29609"	"ACP6"	"acid phosphatase 6, lysophosphatidic"	""	"LPAP, ACPL1"	51205	"ENSG00000162836"
"HGNC:33781"	"ACP7"	"acid phosphatase 7, tartrate resistant (putative)"	""	"FLJ16165, PAPL1, PAPL"	390928	"ENSG00000183760"
"HGNC:126"	"ACR"	"acrosin"	""	""	49	"ENSG00000100312"
"HGNC:17195"	"ACRBP"	"acrosin binding protein"	""	"SP32, OY-TES-1, CT23"	84519	"ENSG00000111644"
"HGNC:54745"	"ACRP1"	"ACR pseudogene 1"	""	""	645529	"ENSG00000175509"
"HGNC:127"	"ACRV1"	"acrosomal vesicle protein 1"	""	"SPACA2, SP-10, D11S4365"	56	"ENSG00000134940"
"HGNC:29567"	"ACSBG1"	"acyl-CoA synthetase bubblegum family member 1"	""	"BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG"	23205	"ENSG00000103740"
"HGNC:24174"	"ACSBG2"	"acyl-CoA synthetase bubblegum family member 2"	""	"BGR, PRTD-NY3, DKFZp434K1635"	81616	"ENSG00000130377"
"HGNC:26101"	"ACSF2"	"acyl-CoA synthetase family member 2"	""	"FLJ20920, ACSMW"	80221	"ENSG00000167107"
"HGNC:27288"	"ACSF3"	"acyl-CoA synthetase family member 3"	""	""	197322	"ENSG00000176715"
"HGNC:3569"	"ACSL1"	"acyl-CoA synthetase long chain family member 1"	"FACL2"	"LACS2, LACS, ACS1, LACS1, FACL1"	2180	"ENSG00000151726"
"HGNC:3570"	"ACSL3"	"acyl-CoA synthetase long chain family member 3"	"FACL3"	"ACS3, PRO2194"	2181	"ENSG00000123983"
"HGNC:40227"	"ACSL3-AS1"	"ACSL3 antisense RNA 1"	""	""	105373904	"ENSG00000234193"
"HGNC:3571"	"ACSL4"	"acyl-CoA synthetase long chain family member 4"	"FACL4, MRX63, MRX68"	"ACS4, LACS4"	2182	"ENSG00000068366"
"HGNC:16526"	"ACSL5"	"acyl-CoA synthetase long chain family member 5"	"FACL5"	"ACS5, ACS2"	51703	"ENSG00000197142"
"HGNC:16496"	"ACSL6"	"acyl-CoA synthetase long chain family member 6"	"FACL6"	"KIAA0837, ACS2, LACS5, LACS2"	23305	"ENSG00000164398"
"HGNC:40772"	"ACSL6-AS1"	"ACSL6 antisense RNA 1"	""	""	101927693	"ENSG00000223548"
"HGNC:18049"	"ACSM1"	"acyl-CoA synthetase medium chain family member 1"	"BUCS1"	"MACS1"	116285	"ENSG00000166743"
"HGNC:32017"	"ACSM2A"	"acyl-CoA synthetase medium chain family member 2A"	"ACSM2"	"A-923A4.1, MGC150530"	123876	"ENSG00000183747"
"HGNC:30931"	"ACSM2B"	"acyl-CoA synthetase medium chain family member 2B"	"ACSM2"	"HXMA, HYST1046"	348158	"ENSG00000066813"
"HGNC:10522"	"ACSM3"	"acyl-CoA synthetase medium chain family member 3"	"SAH"	"SA"	6296	"ENSG00000005187"
"HGNC:32016"	"ACSM4"	"acyl-CoA synthetase medium chain family member 4"	""	""	341392	"ENSG00000215009"
"HGNC:26060"	"ACSM5"	"acyl-CoA synthetase medium chain family member 5"	""	"FLJ20581"	54988	"ENSG00000183549"
"HGNC:51295"	"ACSM5P1"	"acyl-CoA synthetase medium chain family member 5 pseudogene 1"	""	""	100421779	"ENSG00000260762"
"HGNC:31665"	"ACSM6"	"acyl-CoA synthetase medium chain family member 6"	"C10orf129"	"bA310E22.3"	142827	"ENSG00000173124"
"HGNC:16091"	"ACSS1"	"acyl-CoA synthetase short chain family member 1"	"ACAS2L"	"dJ568C11.3, AceCS2L, MGC33843"	84532	"ENSG00000154930"
"HGNC:15814"	"ACSS2"	"acyl-CoA synthetase short chain family member 2"	"ACAS2"	"ACS, ACSA, AceCS, dJ1161H23.1"	55902	"ENSG00000131069"
"HGNC:24723"	"ACSS3"	"acyl-CoA synthetase short chain family member 3"	""	"FLJ21963"	79611	"ENSG00000111058"
"HGNC:129"	"ACTA1"	"actin alpha 1, skeletal muscle"	"ACTA"	"NEM3"	58	"ENSG00000143632"
"HGNC:130"	"ACTA2"	"actin alpha 2, smooth muscle"	""	"ACTSA"	59	"ENSG00000107796"
"HGNC:45169"	"ACTA2-AS1"	"ACTA2 antisense RNA 1"	""	"uc001kfo.1, ZXF1, UC001kfo"	100132116	"ENSG00000180139"
"HGNC:132"	"ACTB"	"actin beta"	""	""	60	"ENSG00000075624"
"HGNC:17780"	"ACTBL2"	"actin beta like 2"	""	"DKFZp686D0972"	345651	"ENSG00000169067"
"HGNC:134"	"ACTBP1"	"ACTB pseudogene 1"	""	""	643309	"ENSG00000229145"
"HGNC:135"	"ACTBP2"	"ACTB pseudogene 2"	""	""	62	"ENSG00000213763"
"HGNC:137"	"ACTBP4"	"ACTB pseudogene 4"	""	""	64	"ENSG00000286676"
"HGNC:139"	"ACTBP6"	"ACTB pseudogene 6"	""	""	66	"ENSG00000203413"
"HGNC:140"	"ACTBP7"	"ACTB pseudogene 7"	""	""	67	"ENSG00000185607"
"HGNC:141"	"ACTBP8"	"ACTB pseudogene 8"	""	"ACTBP2"	68	"ENSG00000220267"
"HGNC:142"	"ACTBP9"	"ACTB pseudogene 9"	""	""	69	"ENSG00000266920"
"HGNC:33971"	"ACTBP11"	"ACTB pseudogene 11"	""	""	644220	"ENSG00000188460"
"HGNC:150"	"ACTBP12"	"ACTB pseudogene 12"	"ACTGP5"	""	100462767	"ENSG00000233125"
"HGNC:45086"	"ACTBP14"	"ACTB pseudogene 14"	""	""	389976	"ENSG00000229001"
"HGNC:55065"	"ACTBP15"	"ACTB pseudogene 15"	""	""	391334	"ENSG00000213857"
"HGNC:143"	"ACTC1"	"actin alpha cardiac muscle 1"	"ACTC"	"CMD1R"	70	"ENSG00000159251"
"HGNC:51491"	"ACTE1P"	"actin epsilon 1, pseudogene"	""	""	399923	"ENSG00000172900"
"HGNC:144"	"ACTG1"	"actin gamma 1"	"ACTG, DFNA20, DFNA26"	""	71	"ENSG00000184009"
"HGNC:146"	"ACTG1P1"	"actin gamma 1 pseudogene 1"	"ACTGP1, ACT1GP1"	""	73	"ENSG00000178631"
"HGNC:147"	"ACTG1P2"	"actin gamma 1 pseudogene 2"	"ACTL2, ACTGP2"	""	74	"ENSG00000229129"
"HGNC:148"	"ACTG1P3"	"actin gamma 1 pseudogene 3"	"ACTGP3"	""	75	"ENSG00000215388"
"HGNC:149"	"ACTG1P4"	"actin gamma 1 pseudogene 4"	"ACTGP4"	""	648740	"ENSG00000236085"
"HGNC:154"	"ACTG1P9"	"actin gamma 1 pseudogene 9"	"ACTGP9"	""	82	"ENSG00000229349"
"HGNC:155"	"ACTG1P10"	"actin gamma 1 pseudogene 10"	"ACTL1, ACTGP10"	""	83	"ENSG00000231340"
"HGNC:37651"	"ACTG1P11"	"actin gamma 1 pseudogene 11"	""	""	414754	"ENSG00000229465"
"HGNC:44496"	"ACTG1P12"	"actin gamma 1 pseudogene 12"	""	""	100418921	"ENSG00000226642"
"HGNC:49058"	"ACTG1P13"	"actin gamma 1 pseudogene 13"	""	""	100418920	"ENSG00000241305"
"HGNC:49751"	"ACTG1P14"	"actin gamma 1 pseudogene 14"	""	""	100418910	"ENSG00000230581"
"HGNC:51495"	"ACTG1P15"	"actin gamma 1 pseudogene 15"	""	""	100418951	"ENSG00000259904"
"HGNC:51496"	"ACTG1P16"	"actin gamma 1 pseudogene 16"	""	""	100418960	"ENSG00000260298"
"HGNC:51497"	"ACTG1P17"	"actin gamma 1 pseudogene 17"	""	""	283693	"ENSG00000259315"
"HGNC:51498"	"ACTG1P18"	"actin gamma 1 pseudogene 18"	""	""	100418924	"ENSG00000218475"
"HGNC:51499"	"ACTG1P19"	"actin gamma 1 pseudogene 19"	""	""	644160	"ENSG00000237999"
"HGNC:51500"	"ACTG1P20"	"actin gamma 1 pseudogene 20"	""	""	644961	"ENSG00000241547"
"HGNC:51501"	"ACTG1P21"	"actin gamma 1 pseudogene 21"	""	""	100131291	"ENSG00000232672"
"HGNC:51502"	"ACTG1P22"	"actin gamma 1 pseudogene 22"	""	""	100131953	"ENSG00000271615"
"HGNC:51503"	"ACTG1P23"	"actin gamma 1 pseudogene 23"	""	""	442097	"ENSG00000230362"
"HGNC:49661"	"ACTG1P24"	"actin gamma 1 pseudogene 24"	"POTENP"	""	441783	"ENSG00000226359"
"HGNC:54872"	"ACTG1P25"	"actin gamma 1 pseudogene 25"	""	"AGPG"	148709	"ENSG00000234996"
"HGNC:145"	"ACTG2"	"actin gamma 2, smooth muscle"	"ACTL3, ACTA3"	"ACTSG"	72	"ENSG00000163017"
"HGNC:24124"	"ACTL6A"	"actin like 6A"	""	"Actl6, BAF53A, Arp4, Baf53a, INO80K"	86	"ENSG00000136518"
"HGNC:160"	"ACTL6B"	"actin like 6B"	"ACTL6"	"BAF53B"	51412	"ENSG00000077080"
"HGNC:161"	"ACTL7A"	"actin like 7A"	""	""	10881	"ENSG00000187003"
"HGNC:162"	"ACTL7B"	"actin like 7B"	""	"Tact1"	10880	"ENSG00000148156"
"HGNC:24018"	"ACTL8"	"actin like 8"	""	"CT57"	81569	"ENSG00000117148"
"HGNC:28494"	"ACTL9"	"actin like 9"	""	"MGC33407"	284382	"ENSG00000181786"
"HGNC:16127"	"ACTL10"	"actin like 10"	"C20orf134"	""	170487	"ENSG00000182584"
"HGNC:44626"	"ACTL11P"	"actin like 11, pseudogene"	"ACTBP13"	""	389120	"ENSG00000234667"
"HGNC:163"	"ACTN1"	"actinin alpha 1"	""	""	87	"ENSG00000072110"
"HGNC:20131"	"ACTN1-AS1"	"ACTN1 antisense RNA 1"	"C14orf84"	""	161159	"ENSG00000259062"
"HGNC:164"	"ACTN2"	"actinin alpha 2"	""	""	88	"ENSG00000077522"
"HGNC:165"	"ACTN3"	"actinin alpha 3"	""	""	89	"ENSG00000248746"
"HGNC:166"	"ACTN4"	"actinin alpha 4"	"FSGS1"	""	81	"ENSG00000130402"
"HGNC:44028"	"ACTN4P1"	"actinin alpha 4 pseudogene 1"	""	""	344978	"ENSG00000213493"
"HGNC:44032"	"ACTN4P2"	"actinin alpha 4 pseudogene 2"	""	""	391026	"ENSG00000214141"
"HGNC:51621"	"ACTP1"	"actin family pseudogene 1"	""	""	106480335	"ENSG00000229890"
"HGNC:167"	"ACTR1A"	"actin related protein 1A"	""	"ARP1, Arp1A"	10121	"ENSG00000138107"
"HGNC:54703"	"ACTR1AP1"	"ACTR1A pseudogene 1"	""	""	100287074	"ENSG00000233370"
"HGNC:168"	"ACTR1B"	"actin related protein 1B"	"CTRN2"	"Arp1B"	10120	"ENSG00000115073"
"HGNC:169"	"ACTR2"	"actin related protein 2"	""	"ARP2"	10097	"ENSG00000138071"
"HGNC:170"	"ACTR3"	"actin related protein 3"	""	"ARP3"	10096	"ENSG00000115091"
"HGNC:17256"	"ACTR3B"	"actin related protein 3B"	""	"ARP11, ARP3beta"	57180	"ENSG00000133627"
"HGNC:37724"	"ACTR3BP1"	"ACTR3B pseudogene 1"	""	""	643050	"ENSG00000270242"
"HGNC:38677"	"ACTR3BP2"	"ACTR3B pseudogene 2"	""	"FKSG73"	440888	"ENSG00000226481"
"HGNC:38678"	"ACTR3BP3"	"ACTR3B pseudogene 3"	""	""	647156	"ENSG00000260327"
"HGNC:38681"	"ACTR3BP4"	"ACTR3B pseudogene 4"	""	""	777774	"ENSG00000249283"
"HGNC:38682"	"ACTR3BP5"	"ACTR3B pseudogene 5"	""	""	399746	"ENSG00000227264"
"HGNC:38683"	"ACTR3BP6"	"ACTR3B pseudogene 6"	""	""	644773	"ENSG00000280263"
"HGNC:54971"	"ACTR3BP7"	"ACTR3B pseudogene 7"	""	""	100289004	"ENSG00000226444"
"HGNC:37282"	"ACTR3C"	"actin related protein 3C"	""	"ARP11"	653857	"ENSG00000106526"
"HGNC:38676"	"ACTR3P2"	"ACTR3 pseudogene 2"	""	""	100129013	"ENSG00000232267"
"HGNC:38679"	"ACTR3P3"	"ACTR3 pseudogene 3"	""	""	100128020	"ENSG00000242573"
"HGNC:14671"	"ACTR5"	"actin related protein 5"	""	"FLJ12785, Arp5, INO80M"	79913	"ENSG00000101442"
"HGNC:24025"	"ACTR6"	"actin related protein 6"	""	"ARP6, FLJ13433"	64431	"ENSG00000075089"
"HGNC:44210"	"ACTR6P1"	"ACTR6 pseudogene 1"	""	""	100421495	"ENSG00000248915"
"HGNC:14672"	"ACTR8"	"actin related protein 8"	""	"INO80N, ARP8"	93973	"ENSG00000113812"
"HGNC:17372"	"ACTR10"	"actin related protein 10"	""	"HARP11, ACTR11, Arp11, Arp10"	55860	"ENSG00000131966"
"HGNC:24027"	"ACTRT1"	"actin related protein T1"	""	"AIP1, KIAA0705, ARIP1, Arp-T1"	139741	"ENSG00000123165"
"HGNC:55127"	"ACTRT1P1"	"ACTRT1 pseudogene 1"	""	""	100128268	"ENSG00000235239"
"HGNC:24026"	"ACTRT2"	"actin related protein T2"	""	"Arp-T2, ARPM2, FLJ25424"	140625	"ENSG00000169717"
"HGNC:24022"	"ACTRT3"	"actin related protein T3"	""	"ARPM1"	84517	"ENSG00000184378"
"HGNC:171"	"ACVR1"	"activin A receptor type 1"	"ACVRLK2"	"SKR1, ALK2, ACVR1A"	90	"ENSG00000115170"
"HGNC:172"	"ACVR1B"	"activin A receptor type 1B"	"ACVRLK4"	"ALK4, SKR2, ActRIB"	91	"ENSG00000135503"
"HGNC:18123"	"ACVR1C"	"activin A receptor type 1C"	""	"ALK7, ACVRLK7"	130399	"ENSG00000123612"
"HGNC:173"	"ACVR2A"	"activin A receptor type 2A"	"ACVR2"	"ACTRII"	92	"ENSG00000121989"
"HGNC:174"	"ACVR2B"	"activin A receptor type 2B"	""	"ActR-IIB"	93	"ENSG00000114739"
"HGNC:44161"	"ACVR2B-AS1"	"ACVR2B antisense RNA 1"	""	""	100128640	"ENSG00000229589"
"HGNC:175"	"ACVRL1"	"activin A receptor like type 1"	"ACVRLK1, ORW2"	"HHT2, ALK1, HHT"	94	"ENSG00000139567"
"HGNC:177"	"ACY1"	"aminoacylase 1"	""	""	95	"ENSG00000243989"
"HGNC:24104"	"ACY3"	"aminoacylase 3"	""	"HCBP1, MGC9740, ACY-3"	91703	"ENSG00000132744"
"HGNC:179"	"ACYP1"	"acylphosphatase 1"	""	""	97	"ENSG00000119640"
"HGNC:180"	"ACYP2"	"acylphosphatase 2"	""	""	98	"ENSG00000170634"
"HGNC:186"	"ADA"	"adenosine deaminase"	""	"ADA1"	100	"ENSG00000196839"
"HGNC:1839"	"ADA2"	"adenosine deaminase 2"	"IDGFL, CECR1"	"ADGF"	51816	"ENSG00000093072"
"HGNC:30713"	"ADAD1"	"adenosine deaminase domain containing 1"	""	"Tenr"	132612	"ENSG00000164113"
"HGNC:44552"	"ADAD1P2"	"adenosine deaminase domain containing 1 pseudogene 2"	""	""	100422407	"ENSG00000267511"
"HGNC:30714"	"ADAD2"	"adenosine deaminase domain containing 2"	""	"TENRL, FLJ00337"	161931	"ENSG00000140955"
"HGNC:31853"	"ADAL"	"adenosine deaminase like"	""	""	161823	"ENSG00000168803"
"HGNC:187"	"ADAM1A"	"ADAM metallopeptidase domain 1A (pseudogene)"	"ADAM1"	"FTNAP, PH-30a, Ftna, ADAM1P"	8759	"ENSG00000229186"
"HGNC:44366"	"ADAM1B"	"ADAM metallopeptidase domain 1B (pseudogene)"	""	""	100420505	"ENSG00000226469"
"HGNC:198"	"ADAM2"	"ADAM metallopeptidase domain 2"	"FTNB"	"PH-30b, PH30, CT15"	2515	"ENSG00000104755"
"HGNC:209"	"ADAM3A"	"ADAM metallopeptidase domain 3A (pseudogene)"	"CYRN1"	"ADAM3, tMDCI"	1587	"ENSG00000197475"
"HGNC:210"	"ADAM3B"	"ADAM metallopeptidase domain 3B (pseudogene)"	"CYRN2"	""	1596	"ENSG00000260089"
"HGNC:212"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"	"ADAM5P"	"tMDCII"	255926	"ENSG00000196115"
"HGNC:213"	"ADAM6"	"ADAM metallopeptidase domain 6 (pseudogene)"	"C14orf96"	"tMDCIV"	8755	"ENSG00000271968"
"HGNC:214"	"ADAM7"	"ADAM metallopeptidase domain 7"	""	"GP-83, EAPI"	8756	"ENSG00000069206"
"HGNC:215"	"ADAM8"	"ADAM metallopeptidase domain 8"	""	"CD156, MS2, CD156A"	101	"ENSG00000151651"
"HGNC:216"	"ADAM9"	"ADAM metallopeptidase domain 9"	"CORD9"	"MDC9, KIAA0021, MCMP, Mltng"	8754	"ENSG00000168615"
"HGNC:188"	"ADAM10"	"ADAM metallopeptidase domain 10"	""	"kuz, MADM, HsT18717, CD156C"	102	"ENSG00000137845"
"HGNC:189"	"ADAM11"	"ADAM metallopeptidase domain 11"	"MDC"	""	4185	"ENSG00000073670"
"HGNC:190"	"ADAM12"	"ADAM metallopeptidase domain 12"	""	"MCMPMltna, MLTN"	8038	"ENSG00000148848"
"HGNC:193"	"ADAM15"	"ADAM metallopeptidase domain 15"	""	"MDC15"	8751	"ENSG00000143537"
"HGNC:195"	"ADAM17"	"ADAM metallopeptidase domain 17"	"TACE"	"cSVP, CD156B"	6868	"ENSG00000151694"
"HGNC:196"	"ADAM18"	"ADAM metallopeptidase domain 18"	""	"tMDCIII, ADAM27"	8749	"ENSG00000168619"
"HGNC:197"	"ADAM19"	"ADAM metallopeptidase domain 19"	""	"MLTNB"	8728	"ENSG00000135074"
"HGNC:199"	"ADAM20"	"ADAM metallopeptidase domain 20"	""	""	8748	"ENSG00000134007"
"HGNC:20102"	"ADAM20P1"	"ADAM metallopeptidase domain 20 pseudogene 1"	"C14orf55"	""	317760	"ENSG00000259158"
"HGNC:43901"	"ADAM20P2"	"ADAM metallopeptidase domain 20 pseudogene 2"	""	""	100533671	"ENSG00000248574"
"HGNC:43902"	"ADAM20P3"	"ADAM metallopeptidase domain 20 pseudogene 3"	""	""	644325	"ENSG00000249162"
"HGNC:200"	"ADAM21"	"ADAM metallopeptidase domain 21"	""	"ADAM31"	8747	"ENSG00000139985"
"HGNC:19822"	"ADAM21P1"	"ADAM metallopeptidase domain 21 pseudogene 1"	"ADAM21P"	""	145241	"ENSG00000235812"
"HGNC:201"	"ADAM22"	"ADAM metallopeptidase domain 22"	""	"MDC2"	53616	"ENSG00000008277"
"HGNC:202"	"ADAM23"	"ADAM metallopeptidase domain 23"	""	"MDC3"	8745	"ENSG00000114948"
"HGNC:203"	"ADAM24P"	"ADAM metallopeptidase domain 24, pseudogene"	""	""	646479	"ENSG00000214607"
"HGNC:206"	"ADAM28"	"ADAM metallopeptidase domain 28"	""	"eMDCII, MDC-Lm, MDC-Ls, ADAM23"	10863	"ENSG00000042980"
"HGNC:207"	"ADAM29"	"ADAM metallopeptidase domain 29"	""	"svph1, CT73"	11086	"ENSG00000168594"
"HGNC:208"	"ADAM30"	"ADAM metallopeptidase domain 30"	""	"svph4"	11085	"ENSG00000134249"
"HGNC:15479"	"ADAM32"	"ADAM metallopeptidase domain 32"	""	""	203102	"ENSG00000197140"
"HGNC:15478"	"ADAM33"	"ADAM metallopeptidase domain 33"	"C20orf153"	"DKFZp434K0521, dJ964F7.1"	80332	"ENSG00000149451"
"HGNC:16299"	"ADAMDEC1"	"ADAM like decysin 1"	""	"M12.219"	27299	"ENSG00000134028"
"HGNC:217"	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	""	"C3-C5, METH1, KIAA1346"	9510	"ENSG00000154734"
"HGNC:218"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif 2"	""	"ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI"	9509	"ENSG00000087116"
"HGNC:219"	"ADAMTS3"	"ADAM metallopeptidase with thrombospondin type 1 motif 3"	""	"KIAA0366, ADAMTS-4"	9508	"ENSG00000156140"
"HGNC:220"	"ADAMTS4"	"ADAM metallopeptidase with thrombospondin type 1 motif 4"	""	"KIAA0688, ADAMTS-2, ADMP-1"	9507	"ENSG00000158859"
"HGNC:221"	"ADAMTS5"	"ADAM metallopeptidase with thrombospondin type 1 motif 5"	""	"ADMP-2, ADAMTS11"	11096	"ENSG00000154736"
"HGNC:222"	"ADAMTS6"	"ADAM metallopeptidase with thrombospondin type 1 motif 6"	""	"ADAM-TS6"	11174	"ENSG00000049192"
"HGNC:223"	"ADAMTS7"	"ADAM metallopeptidase with thrombospondin type 1 motif 7"	""	"ADAM-TS7, DKFZp434H204"	11173	"ENSG00000136378"
"HGNC:49407"	"ADAMTS7P1"	"ADAMTS7 pseudogene 1"	"ADAMTS7P2"	""	390660	"ENSG00000274376"
"HGNC:49409"	"ADAMTS7P3"	"ADAMTS7 pseudogene 3"	""	""	400406	"ENSG00000261143"
"HGNC:49410"	"ADAMTS7P4"	"ADAMTS7 pseudogene 4"	""	""	642935	"ENSG00000218052"
"HGNC:224"	"ADAMTS8"	"ADAM metallopeptidase with thrombospondin type 1 motif 8"	""	"METH2, FLJ41712, ADAM-TS8"	11095	"ENSG00000134917"
"HGNC:13202"	"ADAMTS9"	"ADAM metallopeptidase with thrombospondin type 1 motif 9"	""	"KIAA1312"	56999	"ENSG00000163638"
"HGNC:40625"	"ADAMTS9-AS1"	"ADAMTS9 antisense RNA 1"	""	""	101929335	"ENSG00000241158"
"HGNC:42435"	"ADAMTS9-AS2"	"ADAMTS9 antisense RNA 2"	""	""	100507098	"ENSG00000241684"
"HGNC:13201"	"ADAMTS10"	"ADAM metallopeptidase with thrombospondin type 1 motif 10"	""	"ADAM-TS10"	81794	"ENSG00000142303"
"HGNC:14605"	"ADAMTS12"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"	""	""	81792	"ENSG00000151388"
"HGNC:1366"	"ADAMTS13"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"	"C9orf8"	"VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322"	11093	"ENSG00000160323"
"HGNC:14899"	"ADAMTS14"	"ADAM metallopeptidase with thrombospondin type 1 motif 14"	""	""	140766	"ENSG00000138316"
"HGNC:16305"	"ADAMTS15"	"ADAM metallopeptidase with thrombospondin type 1 motif 15"	""	""	170689	"ENSG00000166106"
"HGNC:17108"	"ADAMTS16"	"ADAM metallopeptidase with thrombospondin type 1 motif 16"	""	"ADAMTS16s"	170690	"ENSG00000145536"
"HGNC:17109"	"ADAMTS17"	"ADAM metallopeptidase with thrombospondin type 1 motif 17"	""	"FLJ32769, FLJ16363"	170691	"ENSG00000140470"
"HGNC:17110"	"ADAMTS18"	"ADAM metallopeptidase with thrombospondin type 1 motif 18"	"ADAMTS21"	""	170692	"ENSG00000140873"
"HGNC:17111"	"ADAMTS19"	"ADAM metallopeptidase with thrombospondin type 1 motif 19"	""	""	171019	"ENSG00000145808"
"HGNC:17178"	"ADAMTS20"	"ADAM metallopeptidase with thrombospondin type 1 motif 20"	""	"GON-1"	80070	"ENSG00000173157"
"HGNC:14632"	"ADAMTSL1"	"ADAMTS like 1"	"C9orf94"	"ADAMTSR1, FLJ35283"	92949	"ENSG00000178031"
"HGNC:14631"	"ADAMTSL2"	"ADAMTS like 2"	""	"KIAA0605"	9719	"ENSG00000197859"
"HGNC:14633"	"ADAMTSL3"	"ADAMTS like 3"	""	"KIAA1233, punctin-2"	57188	"ENSG00000156218"
"HGNC:19706"	"ADAMTSL4"	"ADAMTS like 4"	"TSRC1"	"DKFZP434K1772"	54507	"ENSG00000143382"
"HGNC:40895"	"ADAMTSL4-AS2"	"ADAMTSL4 antisense RNA 2"	""	""	100289061	"ENSG00000237781"
"HGNC:27912"	"ADAMTSL5"	"ADAMTS like 5"	"THSD6"	""	339366	"ENSG00000185761"
"HGNC:16486"	"ADAP1"	"ArfGAP with dual PH domains 1"	"CENTA1"	"GCS1L"	11033	"ENSG00000105963"
"HGNC:16487"	"ADAP2"	"ArfGAP with dual PH domains 2"	"CENTA2"	""	55803	"ENSG00000184060"
"HGNC:225"	"ADAR"	"adenosine deaminase RNA specific"	"IFI4, G1P1"	"ADAR1"	103	"ENSG00000160710"
"HGNC:226"	"ADARB1"	"adenosine deaminase RNA specific B1"	""	"ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d"	104	"ENSG00000197381"
"HGNC:227"	"ADARB2"	"adenosine deaminase RNA specific B2 (inactive)"	""	"RED2, hRED2, ADAR3"	105	"ENSG00000185736"
"HGNC:23299"	"ADARB2-AS1"	"ADARB2 antisense RNA 1"	"C10orf109, NCRNA00168"	"bA466B20.1"	642394	"ENSG00000205696"
"HGNC:228"	"ADAT1"	"adenosine deaminase tRNA specific 1"	""	""	23536	"ENSG00000065457"
"HGNC:21172"	"ADAT2"	"adenosine deaminase tRNA specific 2"	"DEADC1"	"dJ20N2.1, TAD2"	134637	"ENSG00000189007"
"HGNC:25151"	"ADAT3"	"adenosine deaminase tRNA specific 3"	""	"TAD3"	113179	"ENSG00000213638"
"HGNC:19038"	"ADCK1"	"aarF domain containing kinase 1"	""	"FLJ39600"	57143	"ENSG00000063761"
